source_class,category,question,answer,authority,valid_until,owner,notes
official,دوره مقدماتی,وان کلیک تریدینگ چیه؟,"برای سرعت بیشتر در ورود به معامله، روی صفحه راست‌کلیک کنید و گزینه‌ی One Click Trading را فعال کنید؛ پس از آن با یک کلیک وارد معامله می‌شوید. همین حالت برای بستن سریع معامله هم استفاده می‌شود.

• روی چارت راست‌کلیک کنید.
• گزینه‌ی One Click Trading را فعال کنید.
• برای ورود به معامله فقط یک کلیک روی Buy یا Sell کافی است.",guidance,,سبحان صمدی,منبع: ACA-INT-0152 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | در حالت یک‌کلیکی هیچ پنجره‌ی تأییدی نمایش داده نمی‌شود؛ کلیک اشتباه بلافاصله معامله باز می‌کند.
official,دوره مقدماتی,چطور حد ضرر بذارم؟,"دو روش برای گذاشتن حد ضرر و حد سود روی معامله‌ی باز:
۱) از پنجره‌ی Modify Order: روی معامله‌ی باز دوبار کلیک کنید، مقادیر Stop Loss و Take Profit را وارد کنید و تأیید کنید.
۲) کشیدن روی نمودار: روی خط معامله در نمودار کلیک کنید؛ برای حد ضرر خط را به سمت مخالف جهت معامله بکشید و برای حد سود به سمت جهت معامله.

• روی معامله‌ی باز (تب Trade) دوبار کلیک کنید تا پنجره‌ی Modify Order باز شود.
• مقدار Stop Loss و Take Profit را وارد و تأیید کنید.
• یا: روی خط معامله در چارت کلیک کنید و آن را بکشید — مخالف جهت معامله برای حد ضرر، هم‌جهت با معامله برای حد سود.",guidance,,سبحان صمدی,منبع: ACA-INT-0155 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چطور معامله رو ببندم؟,"سه راه برای بستن معامله: (۱) در قسمت Trade روی معامله دوبار کلیک کنید و گزینه‌ی Close را بزنید؛ (۲) اگر One Click Trading فعال است، روی علامت × کلیک کنید؛ (۳) راست‌کلیک روی معامله و انتخاب Close Order.

• در تب Trade روی معامله دوبار کلیک کنید و Close را بزنید.
• یا در حالت One Click Trading روی علامت × کلیک کنید.
• یا روی معامله راست‌کلیک کرده و Close Order را انتخاب کنید.",guidance,,سبحان صمدی,منبع: ACA-INT-0156 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,یه مثال از معامله با حد ضرر و حد سود بزن,مدرس یک معامله‌ی فروش (Sell) روی داوجونز را نشان می‌دهد: قیمت ورود ۳۳٬۹۶۲، حجم ۱ لات، حد ضرر ۳۳٬۹۷۹ و حد سود ۳۳٬۹۲۳. نتیجه‌ای که توضیح می‌دهد: اگر قیمت خلاف جهت معامله برود، حد ضرر فعال می‌شود و ضرر محدود می‌ماند؛ اگر به سمت هدف برود، حد سود فعال می‌شود. نکته‌ی ساختاری این مثال این است که فاصله‌ی حد ضرر (۱۷ واحد) کمتر از فاصله‌ی حد سود (۳۹ واحد) است — یعنی همان اصل ریسک به ریوارد که در همین جلسه گفته می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0157 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | این اعداد قیمت فعلی بازار نیستند و نباید به‌عنوان قیمت روز به دانشجو داده شوند. | حجم ۱ لات در این مثال فقط نمایش عملی روی حساب مدرس است و توصیه‌ی حجم برای دانشجو نیست؛ حجم باید متناسب با سرمایه انتخاب شود.
official,دوره مقدماتی,ریسک به ریوارد یعنی چی؟,نسبت ریسک به ریوارد یعنی مقایسه‌ی ضرر احتمالی با سود هدف. مثال درس: اگر حد ضرر ۱۰۰ پیپ و حد سود ۲۰۰ پیپ باشد، نسبت ریسک به ریوارد ۱:۲ است — یعنی به ازای هر ۱ واحد ریسک، ۲ واحد سود هدف گرفته‌ای. توصیه‌ی درس: همیشه به دنبال نسبت حداقل ۱:۲ باشید.,guidance,,سبحان صمدی,منبع: ACA-INT-0159 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فیبوناچی رو برای ریسک به ریوارد چطور تنظیم کنم؟,"مدرس همان تنظیم فیبوناچی جلسه‌ی پنجم را دوباره آموزش می‌دهد و یک جزئیات تازه اضافه می‌کند: ابزار Fibonacci Retracement را انتخاب کنید و آن را از نقطه‌ی ورود تا حد ضرر بکشید، سپس نام سطوح را چنین تنظیم کنید: Level 0 = Entry، Level 1 = -SL، Level 2 = TP1 (هدف اول، یک برابر ریسک) و Level 3 = TP2 (هدف دوم، دو برابر ریسک). نام‌گذاری سطوح دقیقاً همان چیزی است که در جلسه‌ی ۵ گفته شده بود — یعنی دو جلسه یکدیگر را تأیید می‌کنند. آنچه جلسه‌ی ۹ اضافه می‌کند، جهت رسم و معنی هر هدف بر حسب ضریب ریسک است. جهت رسم (از نقطه‌ی ورود تا حد ضرر) با تصمیم مالک پروژه تأیید شد (D-0007).

• ابزار Fibonacci Retracement را انتخاب کنید.
• آن را از نقطه‌ی ورود تا حد ضرر بکشید.
• در تنظیمات سطوح، ۰ را Entry و ۱ را -SL نام‌گذاری کنید.
• سطح ۲ را TP1 (یک برابر ریسک) و سطح ۳ را TP2 (دو برابر ریسک) نام‌گذاری کنید.",guidance,,سبحان صمدی,منبع: ACA-INT-0160 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,با دمو شروع کنم یا ریل؟,جمع‌بندی درس با این توصیه بسته می‌شود که پیش از معامله‌ی واقعی باید با حساب دمو تمرین کرد. این توصیه در کنار قواعد اردرگذاری قرار می‌گیرد: اول مهارت اجرای اردر، حد ضرر و حد سود روی حساب آزمایشی تثبیت شود، بعد سرمایه‌ی واقعی وارد بازار شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0161 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,با ۱۰ هزار دلار چقدر حجم بزنم؟,مثال درس: سرمایه ۱۰٬۰۰۰ دلار → ۲٪ آن می‌شود ۲۰۰ دلار. اگر حد ضرر معامله ۵۰ پیپ باشد، حجم معامله باید طوری تنظیم شود که ۵۰ پیپ ضرر دقیقاً معادل ۲۰۰ دلار شود — نه بیشتر. یعنی حد ضرر اول تعیین می‌شود و حجم از روی آن به دست می‌آید، نه برعکس.,guidance,,سبحان صمدی,منبع: ACA-INT-0173 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,ریسک به ریوارد با قانون ۲ درصد چطور جمع می‌شه؟,مدرس دو قاعده را به هم وصل می‌کند: اگر در هر معامله ۲٪ ریسک کنی و نسبت ریسک به ریوارد را حداقل ۱:۲ نگه داری، هدف سود آن معامله ۴٪ از سرمایه می‌شود. یعنی قانون ۲٪ سقف زیان را تعیین می‌کند و نسبت ۱:۲ کف هدف سود را.,guidance,,سبحان صمدی,منبع: ACA-INT-0174 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پرایس اکشن دقیقاً چی رو بررسی می‌کنه؟,"اساس کار پرایس اکشن در آکادمی: تحلیل حرکات قیمت با کمک فشارهای عرضه و تقاضا و شناسایی نقاط تصمیم‌گیری هیجانی معامله‌گران — از قبل، نه بعد از وقوع. سه عاملی که بررسی می‌شود:
۱) ماهیت مارکت (ساختار: اسپایک، کانال قیمتی، تریدینگ رنج)
۲) علت حرکات قبلی قیمت
۳) نقاط تصمیم‌گیری هیجانی معامله‌گران
مزیتی که مدرس برجسته می‌کند: ورود به معامله پیش از اتفاق، برخلاف بسیاری از سیستم‌های دیگر که تأخیر دارند.",guidance,,سبحان صمدی,منبع: ACA-INT-0179 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پرایس اکشن قدیمی نمی‌شه؟,استدلال مدرس: پرایس اکشن بازتاب رفتار انسان‌هاست و رفتار انسان‌ها در طول زمان تقریباً ثابت می‌ماند — ترس، طمع، هیجان و تصمیم‌های غیرمنطقی همیشه در قیمت منعکس می‌شوند. به همین دلیل او می‌گوید پرایس اکشن تاریخ انقضا ندارد و کهنه نمی‌شود. مثالی که می‌زند از بیرون بازارهای جهانی است: نوسان قیمت دلار در ایران و رفتار مردم در خرید و فروش هم با همین منطق قابل تحلیل است.,guidance,,سبحان صمدی,منبع: ACA-INT-0180 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پرایس اکشن تو بورس ایران جواب می‌ده؟,چون همه‌ی بازارها بر پایه‌ی عرضه و تقاضا کار می‌کنند، مدرس می‌گوید پرایس اکشن در تمام آن‌ها قابل استفاده است: فارکس، سهام، کالا، شاخص، CFD، ارز دیجیتال و بورس ایران.,guidance,,سبحان صمدی,منبع: ACA-INT-0181 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,پرایس اکشن تو چه تایم‌فریمی کار می‌کنه؟,پرایس اکشن به تایم‌فریم خاصی وابسته نیست و در ماهیانه، هفتگی، روزانه، چهارساعته، یک‌ساعته، سی‌دقیقه، پنج‌دقیقه و یک‌دقیقه قابل اجراست. اصل پشت این حرف: هر تغییر قیمت — تیک به تیک و پیپ به پیپ — دلیل پرایس‌اکشنی دارد.,guidance,,سبحان صمدی,منبع: ACA-INT-0182 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چرا پرایس اکشن بهتره؟,"پنج مزیتی که مدرس برای پرایس اکشن برمی‌شمارد:
۱) ساده و سریع — بدون سردرگمی میان اندیکاتورهای مختلف.
۲) بدون تأخیر — تصمیم‌گیری در بهترین جای قیمت.
۳) قابل استفاده در همه‌ی بازارها — فارکس، CFD، ارز دیجیتال، بورس ایران.
۴) همیشه کارآمد — چون بر رفتار انسان بنا شده، منقضی نمی‌شود.
۵) ریسک به ریوارد بالا — امکان شناسایی نقاط ورود بهتر.",guidance,,سبحان صمدی,منبع: ACA-INT-0184 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,من با الیوت کار می‌کردم، چیکار کنم؟,مدرس از دانشجویی که پیش‌تر با سبک‌هایی مثل هارمونیک، الیوت یا ایچیموکو کار کرده می‌خواهد «ظرف دانش ذهنی‌اش را خالی کند» و فقط دو هفته آنچه در این دوره گفته می‌شود را روی نمودار خودش پیاده کند و نتیجه را ببیند. دلیلی که می‌آورد این است که آدم‌ها گاهی تعصب دارند و حاضر به تغییر نیستند. این همان درخواستی است که در جلسه‌ی اول هم مطرح شده بود.,guidance,,سبحان صمدی,منبع: ACA-INT-0188 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | این دعوت به تمرین است، نه رد کردن سبک‌های دیگر؛ موضع رسمی آکادمی در ACA-INT-0063 ثبت شده است.
official,دوره مقدماتی,از کجا تحلیل رو شروع کنم؟,پیش از ورود به معامله باید دید گذشته‌ی مارکت چطور عمل کرده است. مبنای این کار اصل تکنیکالی «قیمت همیشه تکرار می‌شود» است: اگر قیمت یک بار به سطحی واکنش داده، دوباره به همان سطح می‌رسد و واکنش می‌دهد. بنابراین تحلیل سه لایه دارد: (۱) گذشته — روند قبلی بازار، (۲) حال — قیمت فعلی، و (۳) ادامه‌ی مسیر که لحظه‌به‌لحظه و تیک‌به‌تیک بررسی می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0190 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,سه چرخه‌ی بازار چیه؟,"مارکت روی سه چرخه می‌چرخد که مدام تکرار می‌شوند: اسپایک (Spike)، کانال قیمتی (Channel) و تریدینگ رنج (Trading Range). رفتار قیمت در هر چرخه فرق می‌کند و روش معامله هم:
• اسپایک — حرکت شدید و سریع؛ فقط یک‌طرفه معامله می‌شود.
• کانال قیمتی — حرکت در کانال مشخص؛ می‌توان دوطرفه کار کرد اما باید مایل به جهت کانال بود.
• تریدینگ رنج — نوسان در یک بازه؛ خرید در کف و فروش در سقف.
قاعده‌ی اول: پیش از هر تصمیمی مشخص کن در کدام سایکل بازار هستی.",guidance,,سبحان صمدی,منبع: ACA-INT-0191 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,بدنه بزرگ یعنی چی؟,مرور کندل‌شناسی با یک نکته‌ی تازه نسبت به جلسه‌ی ۸: بدنه‌ی بزرگ نشانه‌ی افزایش قراردادها و قدرت بالاست و بدنه‌ی کوچک نشانه‌ی کاهش قراردادها و قدرت پایین. باقی موارد همان است: کندل صعودی یعنی Close بالاتر از Open، کندل نزولی یعنی Close پایین‌تر از Open، دوجی یعنی برابری قدرت خریدار و فروشنده، سایه‌ی بالا قدرت فروشندگان و سایه‌ی پایین قدرت خریداران را نشان می‌دهد.,guidance,,سبحان صمدی,منبع: ACA-INT-0193 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چرخه‌های بازار به چه ترتیبی میان؟,"در نگاه حرفه‌ای‌تر، بازار سه چرخه‌ی متوالی دارد که مدام تکرار می‌شوند و هرکدام نقش مشخصی در روند دارند:
۱) اسپایک (Spike) — حرکت سریع و شدید؛ شروع‌کننده‌ی روند.
۲) کانال قیمتی (Channel) — بعد از اولین اصلاح شکل می‌گیرد؛ حرکت در کانال با اصلاح‌های منظم.
۳) تریدینگ رنج (Trading Range) — چرخه‌ی آخر؛ نوسان در محدوده بدون جهت مشخص.
سپس دوباره از اسپایک شروع می‌شود. این توضیح، همان سه چرخه‌ی جلسه‌ی ۱۲ است با افزودن ترتیب و نقش هرکدام.",guidance,,سبحان صمدی,منبع: ACA-INT-0202 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,مومنتوم یعنی چی؟,"مومنتوم یعنی سرعت و شتاب حرکت قیمت. سه حالت:
• روند قوی — شیب تند، سرعت بالا، اصلاح کم.
• روند متوسط — شیب ملایم‌تر، اصلاح بیشتر.
• روند ضعیف — اصلاح عمیق و ناتوانی در ادامه‌ی حرکت.
قاعده‌ی کلی: شیب خط روند قدرت خریداران یا فروشندگان را نشان می‌دهد؛ هرچه شیب تندتر، قدرت در آن جهت بیشتر.",guidance,,سبحان صمدی,منبع: ACA-INT-0209 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فشردگی قیمت چیه؟,"مدرس صریح می‌گوید در این مرحله دانشجو هنوز نمی‌داند اسپایک، کانال و تریدینگ رنج دقیقاً چه هستند و فشردگی قیمت و نقاط ورود و خروج در هر سایکل را نمی‌شناسد؛ بنابراین توضیح روی چارت را متناسب با همان سطح می‌دهد. او همچنین می‌گوید مبحث پین‌بار و کی بار در ویدیوی مخصوص خود در مجموعه‌ی آموزشی پیشرفته بیش از یک ساعت باز شده است.
کاربرد این رکورد برای مربی: اگر دانشجو سؤال عمیق‌تری درباره‌ی سایکل‌ها، فشردگی قیمت یا نقاط ورود و خروج بپرسد، پاسخ در دوره‌ی پیشرفته است و باید همان‌جا ارجاع داده شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0211 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,سطح مهم رو چطور پیدا کنم؟,انتخاب درست سطوح مهم را مدرس کلید اصلی معامله‌گری می‌داند. این سطوح در واقع نواحی عرضه و تقاضا هستند: جایی که پول‌های بزرگ و مؤسسات مالی وارد می‌شوند یا سودشان را برداشت می‌کنند. به همین دلیل بازار دقیقاً در همان نواحی واکنش نشان می‌دهد. نحوه‌ی دقیق رسم این سطوح آموزش جداگانه‌ای دارد و در این جلسه داده نمی‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0213 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,کی وارد معامله بشم؟,روش کار درس در سه گام است: اول سیگنال بار (پین‌بار) که تمایل بازار را نشان می‌دهد، بعد تأیید با کی بار، و تنها پس از آن ورود به معامله. این همان قاعده‌ی «تأیید با کندل بعدی» است که در جلسه‌ی ۱۲ هم گفته شد، با نام دقیق آن کندل.,guidance,,سبحان صمدی,منبع: ACA-INT-0215 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,بعد از اسپایک چی میاد؟,توالی چرخه‌ها جهت روند را حفظ می‌کند: سایکل نزولی ← کانال نزولی ← تریدینگ رنج؛ و سایکل صعودی ← کانال صعودی ← تریدینگ رنج. یعنی کانالی که بعد از اسپایک می‌آید هم‌جهت همان اسپایک است و رنج در انتهای هر دو مسیر قرار می‌گیرد.,guidance,,سبحان صمدی,منبع: ACA-INT-0217 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,بعد از شکست روند چیکار کنم؟,"همان نشانه‌های پایان روند جلسه‌ی ۱۳ تکرار می‌شود (در روند صعودی: ناتوانی در ساختن سقف بالاتر، یا ساخته شدن کف پایین‌تر) و یک نکته‌ی تازه اضافه می‌شود: اولین جایی که روند شکسته می‌شود اهمیت بالایی دارد. پس از شکست روند، باید دنبال پین‌بار در جهت روند جدید بود.
توجه: عبارت «نتواند سقف بالاتر بزند یا کف پایین‌تر بزند» عیناً مثل جلسه‌ی ۱۳ بیان شده است؛ خوانش ثبت‌شده در همچنان معتبر است.",guidance,,سبحان صمدی,منبع: ACA-INT-0218 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,چطور با بروکر تماس بگیرم؟,"دو مسیر رسمی برای ارتباط با بروکر: (۱) ارسال تیکت از کابین معاملاتی — وارد کابین شوید، در پایین صفحه گزینه‌ی پشتیبانی و سپس «باز کردن تیکت» را بزنید و سؤالتان را بپرسید؛ (۲) ایمیل به آدرس پشتیبانی بروکر. مدرس می‌گوید پاسخ در سریع‌ترین زمان داده می‌شود.

• وارد کابین معاملاتی بروکر شوید.
• در پایین صفحه گزینه‌ی پشتیبانی را بزنید.
• «باز کردن تیکت» را انتخاب و پرسش خود را ثبت کنید.
• یا همان پرسش را به ایمیل پشتیبانی بروکر بفرستید.",guidance,,سبحان صمدی,منبع: ACA-INT-0222 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند.
official,دوره مقدماتی,چطور پول واریز کنم؟,مدرس روش‌ها را دو دسته می‌کند. برای افراد خارج از ایران: کارت بانکی، پی‌پل، مسترکارت و ویزاکارت. برای افراد داخل ایران: وب‌مانی و پرفکت مانی (که آن‌ها را قدیمی می‌داند)، واریز ریالی از طریق کارگزاری بروکر (که توصیه نمی‌کند)، و تتر که آن را بهترین روش می‌داند.,guidance,,سبحان صمدی,منبع: ACA-INT-0224 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | زمان‌مند: در دسترس بودن هر روش به بروکر و شرایط روز بستگی دارد. | فهرست روش‌ها زمان‌مند و وابسته به بروکر است. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند.
official,دوره مقدماتی,تتر چیه؟,تتر یک استیبل‌کوین است — به تعبیر مدرس «دلار مجازی». ویژگی‌هایی که برمی‌شمارد: هر ۱ تتر برابر ۱ دلار است، ارزش ثابت دارد و نوسان نمی‌کند، کمترین کارمزد را دارد، سریع‌ترین روش جابه‌جایی است، نقدشوندگی بالایی دارد و همه‌جا پشتیبانی می‌شود.,guidance,,سبحان صمدی,منبع: ACA-INT-0225 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,واریزم تأیید نشده چیکار کنم؟,"بعد از ارسال تتر: در کیف پول روی تراکنش کلیک کنید، گزینه‌ی View on Explorer را بزنید و اسکرین‌شاتی بگیرید که آدرس مبدأ، آدرس مقصد، مبلغ و شناسه‌ی تراکنش در آن پیدا باشد. سپس اسکرین‌شات را در بروکر آپلود کنید؛ در ساعت پاسخ‌گویی (یا پشتیبانی ۲۴ ساعته) بررسی و تأیید می‌شود و حساب شارژ می‌شود.

• در کیف پول روی تراکنش انجام‌شده بزنید.
• گزینه‌ی View on Explorer را باز کنید.
• اسکرین‌شاتی بگیرید که آدرس مبدأ و مقصد، مبلغ و شناسه‌ی تراکنش در آن دیده شود.
• اسکرین‌شات را در کابین بروکر آپلود کنید.
• منتظر بررسی و تأیید بمانید تا حساب شارژ شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0231 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند.
official,دوره مقدماتی,می‌تونم با روش دیگه برداشت کنم؟,قاعده‌ای که مدرس دو بار تکرار می‌کند: از هر طریقی که واریز کنید، از همان طریق می‌توانید برداشت کنید. مسیر برداشت: درخواست برداشت به همان آدرسی که از آن واریز کرده‌اید، تتر به کیف پول شما می‌آید، و از کیف پول می‌توانید به صرافی یا شخص دیگر منتقل کنید.,guidance,,سبحان صمدی,منبع: ACA-INT-0232 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند.
official,دوره مقدماتی,خلاصه مراحل واریز چیه؟,"خلاصه‌ی کل مسیر در هفت مرحله: نصب کیف پول (Trust Wallet) ← خرید تتر از صرافی ← تهیه‌ی مقداری TRX برای کارمزد ← انتقال تتر به کیف پول شخصی ← انتقال از کیف پول به بروکر ← ارسال اسکرین‌شات به بروکر ← تأیید و شارژ حساب.

• کیف پول نرم‌افزاری را از منبع رسمی نصب کنید.
• از صرافی تتر بخرید.
• مقداری TRX برای کارمزد تهیه کنید.
• تتر را به کیف پول شخصی منتقل کنید.
• از کیف پول به آدرس بروکر منتقل کنید.
• اسکرین‌شات تراکنش را برای بروکر بفرستید.
• پس از تأیید، حساب شارژ می‌شود.",guidance,,سبحان صمدی,منبع: ACA-INT-0233 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | پرسش‌های واقعی واریز/برداشت طبق ACA-RULE-0003 به پشتیبانی انسانی ارجاع داده می‌شوند.
official,دوره مقدماتی,برای تریدر شدن چی لازمه؟,"سه اصلی که مدرس برای تریدر شدن می‌گذارد:
۱) درک تیک‌به‌تیک قیمت (تکنیکال)
۲) تسلط به روان خود (سایکولوژی) — خودشناسی: بدانی چه چیزی عصبانی‌ات می‌کند و چه چیزی خوشحالت می‌کند
۳) استراتژی مکتوب
و می‌گوید این سه اصل در فوکوس اصلی خودش خلاصه می‌شود: استراتژی‌نویسی. همچنین اضافه می‌کند که استراتژی‌نویسی از دل ضررهای فراوان بیرون آمده است.
توجه: این فهرست ناظر بر «تریدر شدن» است و ربطی به فهرست‌های «سه اصل بازار» جلسه‌ی اول ندارد (CONF-0002)؛ نشان می‌دهد مدرس تعبیر «سه اصل» را برای موضوعات مختلف به کار می‌برد.",guidance,,سبحان صمدی,منبع: ACA-INT-0243 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,فکر می‌کنم همه‌چی رو بلدم,مدرس می‌گوید با وجود مسیری که رفته، خودش را «تازه اول راه» می‌داند و هشدار می‌دهد: هرچه بیشتر بدانی، توهم دانش دشمن دانش است. حتی وقتی تازه به درآمد بالا می‌رسی، باز باید بگویی تازه اول راهم.,guidance,,سبحان صمدی,منبع: ACA-INT-0248 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,ضرر کردم چیکار کنم؟,جمع‌بندی نهایی دوره در چند جمله: ایمان بدون عمل فقط حرف است؛ ضرر خودت را بپذیر؛ اگر اشتباه کردی بپذیر؛ قدم بردار و بهایش را بپرداز؛ و لیاقتت را ثابت کن. پذیرش ضرر و پذیرش اشتباه دو قاعده‌ی رفتاری‌اند که مستقیماً به کنترل روان در معامله وصل می‌شوند.,guidance,,سبحان صمدی,منبع: ACA-INT-0252 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,دوره مقدماتی,دوره مقدماتی تموم شد، حالا چی؟,"دوره‌ی مقدماتی با این جلسه به پایان می‌رسد — به تعبیر مدرس «از صفر تا بسم‌الله فارکس» گفته شد. مرحله‌ی بعد: برای راهنمایی درباره‌ی دوره‌ی پیشرفته پیام بدهید؛ برای طی کردن مسیر حداقل ۳ ماه زمان لازم است (که برای هر شخص متغیر است)؛ و برای ورود به حساب ریل حتماً از منتور تأییدیه بگیرید.
برای مربی: پرسش‌های مربوط به قیمت، ظرفیت و شرایط ثبت‌نام دوره‌ی پیشرفته طبق به پشتیبانی انسانی ارجاع داده می‌شوند.",guidance,,سبحان صمدی,منبع: ACA-INT-0253 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | قیمت و شرایط ثبت‌نام دوره‌ی پیشرفته در پایگاه دانش نیست؛ ارجاع به پشتیبانی (ACA-RULE-0003).
official,دوره مقدماتی,چرا تدریس می‌کنید؟,مدرس در سخن پایانی از انگیزه‌ی خودش می‌گوید: زمانی نمی‌دانست چطور باید به‌صورت مستمر از بازار سود بگیرد و مطمئن نبود تکنیکالی که کار می‌کند درست است یا نه. با خدا عهد کرد که اگر هدایت شود، آنچه یاد می‌گیرد را به دیگران یاد بدهد و این را رسالت خودش بداند. می‌گوید همان قدر که عاشق بازار است، عاشق تدریس هم هست. همچنین می‌گوید پازل‌های زندگی — از جمله فشار مالی و تنهایی — در نهایت کنار هم چیده شدند و استراتژی‌نویسی از دل ضررهای زیاد بیرون آمد.,guidance,,سبحان صمدی,منبع: ACA-INT-0254 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی.
official,هوش هیجانی,چرا احساسات غلبه می‌کنه؟,"توضیح مدرس درباره‌ی چرایی غلبه‌ی احساس بر منطق:
• انسان‌های اولیه مغز کوچکی داشتند و فقط ذهن هیجانی — که برای بقا کار می‌کرد.
• در طول زمان نیوکورتکس (بخش منطقی) اضافه شد.
• اما هنوز در لحظات سخت تصمیم‌گیری، احساسات بر منطق چیره می‌شود.
نتیجه‌ای که مدرس می‌گیرد همان شعار اوست: «همه چیز وقتی خوبه، کنترل ذهن که هنر نیست. هنر در لحظات سخت است.»",guidance,,سبحان صمدی,منبع: ACA-EQ-0009 | تأیید انسانی نشده؛ به‌عنوان راهنمایی آموزشی وارد شد، نه واقعیت رسمی. | توضیح ساده‌شده‌ی تاریخچه‌ی مغز برای مقصود آموزشی؛ به‌عنوان مدل ذهنی درس ثبت شده، نه ادعای علوم اعصاب.
